,received
543,False
544,False
545,False
546,True
547,False
548,False
549,False
550,True
551,True
552,True
553,True
554,False
555,True
556,True
557,False
558,True
559,False
560,False
561,False
562,False
563,True
564,False
565,False
566,True
567,False
568,False
569,False
570,True
571,True
572,False
573,True
574,False
575,True
576,False
577,True
578,False
579,False
580,False
581,False
582,False
583,False
584,False
585,False
586,False
587,True
588,False
589,False
590,False
591,False
592,False
593,True
594,False
595,False
596,False
597,False
598,False
599,False
600,False
601,False
602,True
603,False
604,False
605,True
606,False
607,True
608,False
609,True
610,False
611,True
612,False
613,False
614,False
615,False
616,False
617,False
618,True
619,False
620,False
621,False
622,False
623,False
624,False
625,False
626,False
627,False
628,False
629,False
630,False
631,False
632,True
633,True
634,False
635,False
636,False
637,False
638,False
639,False
640,False
641,False
642,False
643,False
644,False
645,False
646,True
647,False
648,False
649,False
650,False
651,False
652,False
653,False
654,False
655,False
656,False
657,False
658,False
659,True
660,True
661,False
662,False
663,True
664,False
665,False
666,True
667,False
668,True
669,False
670,False
671,False
672,False
673,True
674,True
675,True
676,False
677,False
678,True
679,True
680,True
681,False
682,True
683,False
684,False
685,True
686,False
687,False
688,False
689,True
690,False
691,True
692,False
693,False
694,False
695,False
696,True
697,False
698,False
699,False
700,False
701,False
702,False
703,False
704,False
705,False
706,False
707,True
708,False
709,False
710,False
711,False
712,False
713,False
714,False
715,False
716,False
717,False
718,False
719,False
720,False
721,False
722,False
723,False
724,False
725,False
726,False
727,True
728,True
729,True
730,True
731,False
732,False
733,True
734,False
735,False
736,False
737,False
738,True
739,False
740,False
741,False
742,False
743,False
744,False
745,True
746,True
747,False
748,False
749,False
750,False
751,False
752,False
753,True
754,False
755,False
756,False
757,False
758,True
759,False
760,True
761,False
762,False
763,False
764,False
765,False
766,True
767,True
768,False
769,False
770,True
771,False
772,False
773,True
774,True
775,False
776,False
777,False
778,False
779,False
780,True
781,False
782,False
783,False
784,False
785,False
786,False
787,False
788,False
789,False
790,False
791,False
792,True
793,True
794,False
795,False
796,True
797,False
798,False
799,True
800,True
801,True
802,True
803,False
804,False
805,False
806,False
807,False
808,False
809,False
810,True
811,True
812,False
813,False
814,False
815,False
816,False
817,False
818,False
819,False
820,True
821,False
822,False
823,False
824,False
825,True
826,True
827,False
828,False
829,False
830,False
831,False
832,False
833,True
834,False
835,False
836,True
837,False
838,False
839,False
840,False
841,False
842,False
843,True
844,False
845,False
846,False
847,False
848,False
849,False
850,False
851,False
852,False
853,False
854,False
855,False
856,False
857,True
858,True
859,False
860,False
861,True
862,False
863,True
864,False
865,False
866,False
867,False
868,False
869,False
870,False
871,False
872,False
873,False
874,False
875,True
876,True
877,False
878,False
879,True
880,False
881,False
882,False
883,False
884,False
885,False
886,True
887,True
888,False
889,False
890,True
891,False
892,False
893,False
894,False
895,False
896,False
897,False
898,False
899,False
900,False
901,True
902,False
903,False
904,True
905,False
906,False
907,False
908,False
909,False
910,False
911,False
912,False
913,False
914,True
915,False
916,False
917,False
918,True
919,False
920,True
921,False
922,False
923,False
924,False
925,False
926,False
927,False
928,True
929,False
930,False
931,False
932,False
933,False
934,False
935,False
936,False
937,False
938,True
939,True
940,False
941,False
942,False
943,True
944,False
945,False
946,False
947,False
948,False
949,False
950,False
951,False
952,True
953,True
954,False
955,False
956,False
957,True
958,True
959,False
960,False
961,False
962,False
963,False
964,False
965,False
966,False
967,False
968,False
969,True
970,True
971,False
972,False
973,False
974,False
975,True
976,False
977,True
978,False
979,False
980,True
981,False
982,False
983,True
984,False
985,True
986,False
987,False
988,False
989,False
990,True
991,False
992,False
993,False
994,False
995,False
996,False
997,False
998,True
999,False
1000,False
1001,False
1002,False
1003,True
1004,False
1005,False
1006,False
1007,False
1008,False
1009,True
1010,False
1011,False
1012,False
1013,False
1014,False
1015,False
1016,False
1017,False
1018,False
1019,False
1020,False
1021,False
1022,False
1023,False
1024,False
1025,False
1026,False
1027,True
1028,False
1029,False
1030,False
1031,False
1032,True
1033,False
1034,False
1035,False
1036,True
1037,True
1038,False
1039,False
1040,True
1041,True
1042,False
1043,False
1044,False
1045,False
1046,False
1047,True
1048,True
1049,True
1050,False
1051,False
1052,True
1053,False
1054,False
1055,False
1056,False
1057,True
1058,True
1059,False
1060,False
1061,False
1062,False
1063,True
1064,False
1065,False
1066,False
1067,False
1068,False
1069,True
1070,True
1071,True
1072,True
1073,False
1074,False
1075,False
1076,False
1077,False
1078,False
1079,False
1080,False
1081,False
1082,False
1083,False
1084,False
1085,False
1086,False
1087,False
1088,False
1089,False
1090,False
1091,False
1092,False
1093,True
1094,False
1095,False
1096,True
1097,False
1098,False
1099,True
1100,False
1101,False
1102,True
1103,True
1104,True
1105,False
1106,False
1107,True
1108,False
1109,True
1110,True
1111,False
1112,False
1113,False
1114,False
1115,False
1116,False
1117,False
1118,True
1119,False
1120,True
1121,False
1122,False
1123,False
1124,False
1125,True
1126,False
1127,False
1128,False
1129,False
1130,False
1131,False
1132,True
1133,False
1134,False
1135,False
1136,False
1137,False
1138,False
1139,True
1140,True
1141,False
1142,False
1143,True
1144,True
1145,True
1146,False
1147,False
1148,False
1149,True
1150,True
1151,False
1152,False
1153,True
1154,False
1155,False
1156,False
1157,False
1158,False
1159,False
1160,False
1161,False
1162,False
1163,False
1164,True
1165,False
1166,False
1167,False
1168,False
1169,False
1170,False
1171,False
1172,False
1173,True
1174,False
1175,False
1176,False
1177,False
1178,True
1179,False
1180,False
1181,False
1182,False
1183,True
1184,True
1185,False
1186,False
1187,False
1188,False
1189,False
1190,False
1191,True
1192,False
1193,True
1194,False
1195,False
1196,False
1197,False
1198,False
1199,False
1200,False
1201,False
1202,False
1203,True
1204,False
1205,False
1206,False
1207,False
1208,True
1209,False
1210,False
1211,True
1212,False
1213,True
1214,False
1215,True
1216,False
1217,False
1218,True
1219,False
1220,False
1221,False
1222,False
1223,False
1224,False
1225,False
1226,False
1227,False
1228,False
1229,False
1230,False
1231,False
1232,True
1233,True
1234,False
1235,True
1236,False
1237,True
1238,False
1239,False
1240,False
1241,True
1242,False
1243,True
1244,False
1245,False
1246,False
1247,False
1248,False
1249,False
1250,False
1251,True
1252,False
1253,False
1254,False
1255,False
1256,False
1257,True
1258,False
1259,False
1260,False
1261,False
1262,False
1263,False
1264,False
1265,True
1266,False
1267,True
1268,True
1269,False
1270,True
1271,False
1272,False
1273,False
1274,True
1275,True
1276,False
1277,False
1278,False
1279,False
1280,False
1281,True
1282,False
1283,False
1284,False
1285,True
1286,False
1287,False
1288,False
1289,False
1290,False
1291,False
1292,True
1293,False
1294,False
1295,False
1296,True
1297,False
1298,True
1299,True
1300,False
1301,False
1302,True
1303,False
1304,False
1305,False
1306,False
1307,True
1308,True
1309,True
1310,True
1311,False
1312,False
1313,True
1314,False
1315,False
1316,False
1317,True
1318,True
1319,True
1320,True
1321,False
1322,False
1323,False
1324,False
1325,False
1326,True
1327,False
1328,False
1329,False
1330,False
1331,False
1332,False
1333,False
1334,False
1335,False
1336,True
1337,True
1338,False
1339,True
1340,True
1341,False
1342,False
1343,False
1344,False
1345,False
1346,False
1347,False
1348,True
1349,True
1350,False
1351,False
1352,False
1353,False
1354,False
1355,False
1356,False
1357,False
1358,False
1359,False
1360,False
1361,True
1362,False
1363,True
1364,False
1365,False
1366,False
1367,True
1368,False
1369,False
1370,False
1371,False
1372,False
1373,True
1374,False
1375,True
1376,False
1377,False
1378,False
1379,False
1380,False
1381,False
1382,False
1383,False
1384,False
1385,False
1386,False
1387,False
1388,False
1389,True
1390,False
1391,False
1392,False
1393,False
1394,True
1395,False
1396,False
1397,False
1398,False
1399,False
1400,False
1401,False
1402,False
1403,False
1404,False
1405,False
1406,False
1407,False
1408,False
1409,False
1410,True
1411,True
1412,False
1413,False
1414,False
1415,False
1416,False
1417,False
1418,True
1419,True
1420,False
1421,False
1422,False
1423,False
1424,True
1425,True
1426,False
1427,False
1428,False
1429,False
1430,False
1431,True
1432,False
1433,False
1434,True
1435,False
1436,False
1437,False
1438,True
1439,False
1440,False
1441,False
1442,True
1443,False
1444,False
1445,False
1446,False
1447,True
1448,True
1449,False
1450,False
1451,False
1452,False
1453,False
1454,True
1455,False
1456,True
1457,False
1458,True
1459,False
1460,False
1461,False
1462,False
1463,False
1464,True
1465,False
1466,False
1467,False
1468,True
1469,False
1470,False
1471,False
1472,False
1473,True
1474,False
1475,False
1476,False
1477,False
1478,True
1479,False
1480,False
1481,False
1482,False
1483,False
1484,True
1485,False
1486,False
1487,True
1488,False
1489,False
1490,False
1491,True
1492,False
1493,True
1494,False
1495,False
1496,False
1497,False
1498,False
1499,True
1500,False
1501,False
1502,False
1503,False
1504,False
1505,False
1506,False
1507,True
1508,True
1509,False
1510,True
1511,False
1512,False
1513,False
1514,False
1515,False
1516,False
1517,True
1518,True
1519,False
1520,False
1521,False
1522,False
1523,True
1524,False
1525,False
1526,False
1527,False
1528,False
1529,False
1530,False
1531,False
1532,False
1533,False
1534,False
1535,False
1536,False
1537,False
1538,False
1539,True
1540,False
1541,False
1542,True
1543,False
1544,False
1545,True
1546,False
1547,False
1548,False
1549,False
1550,False
1551,False
1552,True
1553,False
1554,False
1555,False
1556,True
1557,True
1558,False
1559,True
1560,False
1561,False
1562,True
1563,False
1564,False
1565,True
1566,False
1567,False
1568,False
1569,False
1570,True
1571,True
1572,False
1573,False
1574,False
1575,True
1576,False
1577,False
1578,True
1579,False
1580,False
1581,False
1582,False
1583,False
1584,True
1585,False
1586,False
1587,True
1588,False
1589,False
1590,True
1591,False
1592,False
1593,False
1594,False
1595,False
1596,True
1597,False
1598,True
1599,True
1600,False
1601,True
1602,True
1603,True
1604,False
1605,False
1606,False
1607,False
1608,False
1609,False
1610,False
1611,False
1612,False
1613,False
1614,False
1615,False
1616,True
1617,False
1618,False
1619,False
1620,False
1621,False
1622,True
1623,False
1624,False
1625,False
1626,False
1627,False
1628,True
1629,False
1630,True
1631,False
1632,False
1633,False
1634,False
1635,True
1636,False
1637,False
1638,False
1639,False
1640,False
1641,False
1642,False
1643,False
1644,False
1645,False
1646,False
1647,True
1648,False
1649,True
1650,False
1651,True
1652,False
1653,True
1654,False
1655,False
1656,True
1657,False
1658,True
1659,False
1660,False
1661,False
1662,False
1663,False
1664,False
1665,True
1666,True
1667,False
1668,False
1669,False
1670,False
1671,False
1672,False
1673,True
1674,False
1675,False
1676,False
1677,False
1678,False
1679,False
1680,True
1681,True
1682,False
1683,False
1684,False
1685,False
1686,False
1687,False
1688,True
1689,False
1690,False
1691,False
1692,False
1693,False
1694,False
1695,False
1696,False
1697,False
1698,False
1699,False
1700,False
1701,False
1702,False
1703,True
1704,False
1705,False
1706,False
1707,True
1708,False
1709,False
1710,False
1711,False
1712,False
1713,True
1714,True
1715,False
1716,False
1717,True
1718,True
1719,False
1720,False
1721,True
1722,False
1723,False
1724,False
1725,False
1726,False
1727,True
1728,True
1729,False
1730,False
1731,True
1732,False
1733,False
1734,False
1735,False
1736,True
1737,False
1738,False
1739,True
1740,True
1741,True
1742,False
1743,False
1744,False
1745,False
1746,False
1747,True
1748,False
1749,True
1750,False
1751,False
1752,False
1753,False
1754,False
1755,False
1756,False
1757,True
1758,False
1759,False
1760,False
1761,False
1762,False
1763,False
1764,False
1765,False
1766,True
1767,False
1768,False
1769,False
1770,False
1771,True
1772,True
1773,False
1774,False
1775,True
1776,False
1777,False
1778,False
1779,False
1780,True
1781,False
1782,False
1783,True
1784,True
1785,False
1786,False
1787,False
1788,False
1789,False
1790,False
1791,False
1792,False
1793,False
1794,False
1795,True
1796,False
1797,False
1798,False
1799,False
1800,True
1801,False
1802,False
1803,False
1804,True
1805,False
1806,False
1807,False
1808,False
1809,True
1810,False
1811,True
1812,False
1813,False
1814,False
1815,False
1816,False
1817,False
1818,True
1819,False
1820,True
1821,False
1822,False
1823,False
1824,False
1825,True
1826,True
1827,True
1828,False
1829,False
1830,True
1831,False
1832,False
1833,False
1834,False
1835,False
1836,False
1837,True
1838,False
1839,True
1840,False
1841,False
1842,False
1843,True
1844,False
1845,True
1846,True
1847,False
1848,False
1849,False
1850,True
1851,False
1852,True
1853,True
1854,True
1855,False
1856,False
1857,False
1858,False
1859,False
1860,False
1861,False
1862,False
1863,True
1864,False
1865,False
1866,True
1867,False
1868,False
1869,True
1870,True
1871,False
1872,True
1873,False
1874,True
1875,False
1876,False
1877,True
1878,False
1879,False
1880,False
1881,False
1882,False
1883,True
1884,False
1885,False
1886,True
1887,True
1888,False
1889,False
1890,False
1891,False
1892,False
1893,False
1894,False
1895,False
1896,False
1897,True
1898,False
1899,False
1900,True
1901,False
1902,False
1903,False
1904,False
1905,True
1906,False
1907,False
1908,False
1909,False
1910,False
1911,False
1912,False
1913,False
1914,True
1915,False
1916,False
1917,False
1918,False
1919,True
1920,False
1921,False
1922,False
1923,False
1924,False
1925,False
1926,True
1927,False
1928,False
1929,False
1930,False
1931,False
1932,True
1933,False
1934,True
1935,False
1936,False
1937,True
1938,False
1939,True
1940,False
1941,True
1942,False
1943,False
1944,False
1945,False
1946,True
1947,False
1948,False
1949,False
1950,True
1951,False
1952,False
1953,False
1954,True
1955,False
1956,True
1957,True
1958,False
1959,False
1960,False
1961,False
1962,False
1963,True
1964,False
1965,False
1966,False
1967,True
1968,False
1969,True
1970,False
1971,False
1972,False
1973,False
1974,True
1975,False
1976,True
1977,False
1978,False
1979,True
1980,False
1981,False
1982,True
1983,True
1984,False
1985,False
1986,True
1987,False
1988,False
1989,False
1990,False
1991,False
1992,False
1993,True
1994,False
1995,False
1996,False
1997,True
1998,False
1999,False
2000,False
2001,False
2002,True
2003,False
2004,False
2005,False
2006,False
2007,False
2008,True
2009,False
2010,False
2011,False
2012,False
2013,False
2014,False
2015,False
2016,True
2017,True
2018,False
2019,False
2020,False
2021,True
2022,False
2023,True
2024,False
2025,False
2026,False
2027,False
2028,False
2029,False
2030,False
2031,True
2032,False
2033,False
2034,False
2035,False
2036,True
2037,False
2038,False
2039,True
2040,False
2041,False
2042,True
2043,False
2044,False
2045,False
2046,True
2047,False
2048,True
2049,False
2050,False
2051,False
2052,False
2053,True
2054,True
2055,False
2056,False
2057,False
2058,False
2059,False
2060,False
2061,False
2062,False
2063,True
2064,False
2065,False
2066,False
2067,False
2068,True
2069,False
2070,False
2071,False
2072,True
2073,False
2074,False
2075,False
2076,False
2077,False
2078,False
2079,False
2080,False
2081,False
2082,False
2083,False
2084,False
2085,False
2086,False
2087,True
2088,False
2089,False
2090,False
2091,False
2092,False
2093,False
2094,False
2095,True
2096,False
2097,False
2098,False
2099,False
2100,False
2101,False
2102,False
2103,False
2104,False
2105,False
2106,False
2107,False
2108,True
2109,False
2110,False
2111,False
2112,False
2113,True
2114,False
2115,False
2116,False
2117,False
2118,True
2119,False
2120,False
2121,False
2122,False
2123,False
2124,True
2125,False
2126,False
2127,False
2128,False
2129,True
2130,False
2131,False
2132,False
2133,False
2134,False
2135,True
2136,True
2137,False
2138,False
2139,False
2140,False
2141,True
2142,False
2143,False
2144,False
2145,False
2146,False
2147,False
2148,False
2149,False
2150,False
2151,True
2152,False
2153,True
2154,False
2155,False
2156,True
2157,False
2158,False
2159,True
2160,True
2161,True
2162,False
2163,True
2164,False
2165,False
2166,False
2167,False
2168,False
2169,True
2170,False
2171,False
2172,True
2173,False
2174,False
2175,False
2176,False
2177,False
2178,False
2179,False
2180,False
2181,False
2182,False
2183,True
2184,False
2185,False
2186,False
2187,True
2188,False
2189,False
2190,True
2191,False
2192,False
2193,True
2194,False
2195,False
2196,True
2197,True
2198,True
2199,True
2200,False
2201,True
2202,False
2203,False
2204,False
2205,False
2206,False
2207,False
2208,True
2209,False
2210,False
2211,False
2212,False
2213,False
2214,False
2215,False
2216,False
2217,False
2218,False
2219,False
2220,False
2221,False
2222,False
2223,False
2224,False
2225,False
2226,True
2227,False
2228,False
2229,True
2230,False
2231,False
2232,False
2233,False
2234,False
2235,False
2236,False
2237,True
2238,True
2239,True
2240,False
2241,False
2242,False
2243,False
2244,False
2245,False
2246,False
2247,False
2248,True
2249,False
2250,False
2251,False
2252,False
2253,False
2254,False
2255,False
2256,False
2257,False
2258,False
2259,False
2260,False
2261,True
2262,False
2263,True
2264,False
2265,True
2266,False
2267,False
2268,True
2269,False
2270,False
2271,True
2272,True
2273,False
2274,False
2275,False
2276,False
2277,True
2278,False
2279,False
2280,False
2281,True
2282,True
2283,False
2284,False
2285,False
2286,True
2287,False
2288,False
2289,False
2290,False
2291,True
2292,False
2293,False
2294,False
2295,False
2296,True
2297,False
2298,False
2299,False
2300,False
2301,True
2302,True
2303,False
2304,True
2305,True
2306,False
2307,True
2308,False
2309,False
2310,True
2311,False
2312,False
2313,False
2314,False
2315,True
2316,False
2317,False
2318,True
2319,False
2320,True
2321,False
2322,False
2323,True
2324,True
2325,False
2326,False
2327,True
2328,False
2329,False
2330,True
2331,False
2332,False
2333,False
2334,False
2335,True
2336,True
2337,True
2338,True
2339,False
2340,False
2341,False
2342,False
2343,False
2344,False
2345,True
2346,False
2347,False
2348,False
2349,False
2350,False
2351,False
2352,True
2353,False
2354,False
2355,True
2356,False
2357,False
2358,False
2359,False
2360,False
2361,False
2362,False
2363,False
2364,False
2365,True
2366,False
2367,True
2368,False
2369,False
2370,True
2371,False
2372,True
2373,False
2374,True
2375,False
2376,False
2377,False
2378,False
2379,False
2380,True
2381,True
2382,False
2383,False
2384,False
2385,True
2386,False
2387,True
2388,True
2389,False
2390,False
2391,False
2392,False
2393,False
2394,True
2395,False
2396,False
2397,False
2398,False
2399,False
2400,False
2401,False
2402,False
2403,False
2404,False
2405,False
2406,False
2407,False
2408,False
2409,False
2410,False
2411,False
2412,False
2413,False
2414,False
2415,False
2416,False
2417,False
2418,False
2419,False
2420,True
2421,False
2422,True
2423,True
2424,True
2425,True
2426,True
2427,False
2428,False
2429,False
2430,False
2431,True
2432,False
2433,True
2434,False
2435,False
2436,False
2437,False
2438,False
2439,False
2440,True
2441,True
2442,True
2443,False
2444,False
2445,True
2446,False
2447,False
2448,False
2449,False
2450,False
2451,False
2452,False
2453,False
2454,False
2455,False
2456,False
2457,True
2458,True
2459,False
2460,False
2461,True
2462,True
2463,False
2464,False
2465,False
2466,False
2467,False
2468,False
2469,False
2470,False
2471,False
2472,False
2473,False
2474,True
2475,False
2476,False
2477,False
2478,False
2479,False
2480,True
2481,False
2482,True
2483,True
2484,False
2485,False
2486,False
2487,False
2488,False
2489,False
2490,False
2491,False
2492,False
2493,True
2494,False
2495,False
2496,False
2497,False
2498,False
2499,False
2500,False
2501,False
2502,False
2503,False
2504,True
2505,False
2506,False
2507,False
2508,True
2509,False
2510,False
2511,True
2512,False
2513,False
2514,True
2515,True
2516,False
2517,False
2518,False
2519,False
2520,False
2521,True
2522,True
2523,False
2524,True
2525,False
2526,False
2527,True
2528,True
2529,False
2530,False
2531,True
2532,False
2533,False
2534,False
2535,False
2536,False
2537,True
2538,False
2539,True
2540,False
2541,True
2542,True
2543,False
2544,False
2545,True
2546,True
2547,True
2548,False
2549,False
2550,False
2551,False
2552,False
2553,False
2554,False
2555,False
2556,False
2557,False
2558,True
2559,True
2560,True
2561,False
2562,False
2563,False
2564,True
2565,True
2566,True
2567,False
2568,False
2569,False
2570,False
2571,False
2572,True
2573,False
2574,False
2575,True
2576,False
2577,False
2578,False
2579,False
2580,False
2581,True
2582,False
2583,False
2584,False
2585,False
2586,False
2587,False
2588,False
2589,False
2590,True
2591,True
2592,False
2593,False
2594,False
2595,False
2596,False
2597,False
2598,True
2599,True
2600,False
2601,False
2602,False
2603,False
2604,False
2605,True
2606,False
2607,True
2608,False
2609,False
2610,False
2611,False
2612,False
2613,False
2614,False
2615,False
2616,False
2617,False
2618,False
2619,False
2620,False
2621,False
2622,True
2623,False
2624,False
2625,False
2626,False
2627,False
2628,False
2629,False
2630,True
2631,False
2632,False
2633,False
2634,True
2635,True
2636,True
2637,True
2638,True
2639,False
2640,False
2641,False
2642,False
2643,False
2644,False
2645,False
2646,False
2647,False
2648,False
2649,False
2650,False
2651,False
2652,True
2653,True
2654,True
2655,False
2656,False
2657,False
2658,False
2659,False
2660,True
2661,True
2662,False
2663,False
2664,False
2665,False
2666,False
2667,True
2668,False
2669,False
2670,True
2671,False
2672,False
2673,False
2674,False
2675,False
2676,False
2677,False
2678,False
2679,False
2680,False
2681,False
2682,True
2683,True
2684,False
2685,False
2686,True
2687,False
2688,True
2689,False
2690,True
2691,False
2692,False
2693,False
2694,False
2695,False
2696,False
2697,False
2698,True
2699,False
2700,False
2701,True
2702,False
2703,False
2704,False
2705,False
2706,False
2707,True
2708,False
2709,False
2710,False
2711,False
2712,False
2713,False
2714,False
2715,True
2716,False
2717,False
2718,False
2719,False
2720,False
2721,False
2722,False
2723,True
2724,True
2725,False
2726,False
2727,False
2728,False
2729,True
2730,False
2731,False
2732,False
2733,False
2734,False
2735,False
2736,False
2737,True
2738,True
2739,False
2740,False
2741,True
2742,True
2743,False
2744,False
2745,False
2746,True
2747,False
2748,False
2749,True
2750,False
2751,True
2752,False
2753,False
2754,False
2755,False
2756,True
2757,True
2758,False
2759,False
2760,True
2761,False
2762,False
2763,False
2764,False
2765,False
2766,False
2767,False
2768,False
2769,False
2770,False
2771,True
2772,True
2773,False
2774,False
2775,False
2776,False
2777,False
2778,False
2779,False
2780,False
2781,False
2782,False
2783,True
2784,False
2785,False
2786,False
2787,False
2788,False
2789,False
2790,False
2791,False
2792,True
2793,False
2794,False
2795,False
2796,False
2797,False
2798,True
2799,False
2800,False
2801,False
2802,False
2803,True
2804,True
2805,False
2806,True
2807,False
2808,False
2809,False
2810,False
2811,False
2812,False
2813,True
2814,False
2815,False
2816,False
2817,False
2818,True
2819,True
2820,True
2821,False
2822,False
2823,False
2824,False
2825,False
2826,False
2827,True
2828,True
2829,True
2830,True
2831,False
2832,False
2833,False
2834,False
2835,True
2836,False
2837,False
2838,False
2839,False
2840,False
2841,False
2842,True
2843,False
2844,False
2845,False
2846,True
2847,False
2848,True
2849,False
2850,False
2851,False
2852,False
2853,False
2854,False
2855,False
2856,True
2857,False
2858,False
2859,False
2860,False
2861,True
2862,True
2863,False
2864,False
2865,False
2866,True
2867,False
2868,False
2869,False
2870,True
2871,False
2872,False
2873,True
2874,False
2875,False
2876,True
2877,False
2878,True
2879,False
2880,False
2881,False
2882,False
2883,False
2884,False
2885,False
2886,False
2887,False
2888,False
2889,False
2890,False
2891,False
2892,True
2893,False
2894,False
2895,False
2896,True
2897,False
2898,False
2899,False
2900,False
2901,False
2902,False
2903,False
2904,False
2905,True
2906,False
2907,False
2908,False
2909,False
2910,False
2911,False
2912,False
2913,False
2914,False
2915,False
2916,False
2917,False
2918,True
2919,False
2920,False
2921,False
2922,False
2923,False
2924,False
2925,False
2926,False
2927,False
2928,False
2929,False
2930,False
2931,False
2932,False
2933,True
2934,True
2935,False
2936,False
2937,False
2938,True
2939,False
2940,False
2941,False
2942,False
2943,False
2944,True
2945,True
2946,False
2947,False
2948,True
2949,True
2950,False
2951,False
2952,False
2953,False
2954,False
2955,False
2956,False
2957,True
2958,False
2959,False
2960,False
2961,False
2962,False
2963,False
2964,False
2965,False
2966,False
2967,True
2968,False
2969,False
2970,False
2971,False
2972,False
2973,False
2974,True
2975,True
2976,False
2977,False
2978,False
2979,False
2980,False
2981,False
2982,False
2983,False
2984,False
2985,False
2986,True
2987,False
2988,False
2989,True
2990,False
2991,False
2992,False
2993,True
2994,True
2995,True
2996,True
2997,False
